id,task,framework,fold,result,mode,version,params,tag,utc,duration,models,seed,info,models_ensemble_count,predict_duration,r2,rmse
openml.org/t/211991,QSAR-TID-11140,AutoGluon,0,0.715332,aws.docker,0.0.9,,stable,2020-05-16T12:11:14,116.9,9,1,,7,5.72715,0.734398,0.715332
openml.org/t/2307,elevators,AutoGluon,0,0.00183899,aws.docker,0.0.9,,stable,2020-05-16T12:11:41,53.9,9,1,,4,0.0663447,0.928838,0.00183899
openml.org/t/211991,QSAR-TID-11140,AutoGluon,1,0.676446,aws.docker,0.0.9,,stable,2020-05-16T12:11:33,115.0,9,1,,6,5.16314,0.727352,0.676446
openml.org/t/211991,QSAR-TID-11140,AutoGluon,2,0.725311,aws.docker,0.0.9,,stable,2020-05-16T12:11:44,121.7,9,1,,5,5.58895,0.710973,0.725311
openml.org/t/211991,QSAR-TID-11140,AutoGluon,3,0.684596,aws.docker,0.0.9,,stable,2020-05-16T12:12:01,118.8,9,1,,6,5.74312,0.714031,0.684596
openml.org/t/2307,elevators,AutoGluon,3,0.00190297,aws.docker,0.0.9,,stable,2020-05-16T12:12:10,57.8,9,1,,3,0.0557086,0.921242,0.00190297
openml.org/t/211991,QSAR-TID-11140,AutoGluon,4,0.786526,aws.docker,0.0.9,,stable,2020-05-16T12:12:00,120.0,9,1,,5,5.09768,0.686177,0.786526
openml.org/t/2307,elevators,AutoGluon,1,0.00185227,aws.docker,0.0.9,,stable,2020-05-16T12:11:56,59.2,9,1,,5,0.637203,0.927751,0.00185227
openml.org/t/211991,QSAR-TID-11140,AutoGluon,5,0.686646,aws.docker,0.0.9,,stable,2020-05-16T12:12:14,120.8,9,1,,5,5.27106,0.724468,0.686646
openml.org/t/2307,elevators,AutoGluon,2,0.00194428,aws.docker,0.0.9,,stable,2020-05-16T12:12:15,57.6,9,1,,5,0.639893,0.918528,0.00194428
openml.org/t/211991,QSAR-TID-11140,AutoGluon,6,0.7195,aws.docker,0.0.9,,stable,2020-05-16T12:12:21,116.1,9,1,,4,4.99801,0.728879,0.7195
openml.org/t/211991,QSAR-TID-11140,AutoGluon,7,0.732993,aws.docker,0.0.9,,stable,2020-05-16T12:12:17,112.2,9,1,,7,5.25511,0.696827,0.732993
openml.org/t/2307,elevators,AutoGluon,4,0.00193191,aws.docker,0.0.9,,stable,2020-05-16T12:12:46,74.2,9,1,,3,0.0674984,0.92211,0.00193191
openml.org/t/211991,QSAR-TID-11140,AutoGluon,8,0.711041,aws.docker,0.0.9,,stable,2020-05-16T12:12:42,119.7,9,1,,7,6.19655,0.683684,0.711041
openml.org/t/2307,elevators,AutoGluon,5,0.00184577,aws.docker,0.0.9,,stable,2020-05-16T12:13:01,62.4,9,1,,3,0.05725,0.915515,0.00184577
openml.org/t/211991,QSAR-TID-11140,AutoGluon,9,0.760606,aws.docker,0.0.9,,stable,2020-05-16T12:12:46,118.2,9,1,,6,5.39023,0.656124,0.760606
openml.org/t/2307,elevators,AutoGluon,6,0.00179877,aws.docker,0.0.9,,stable,2020-05-16T12:12:50,54.6,9,1,,3,0.0594106,0.925172,0.00179877
openml.org/t/2307,elevators,AutoGluon,7,0.00192095,aws.docker,0.0.9,,stable,2020-05-16T12:13:05,60.7,9,1,,3,0.069802,0.92053,0.00192095
openml.org/t/2307,elevators,AutoGluon,8,0.00187006,aws.docker,0.0.9,,stable,2020-05-16T12:13:28,68.1,9,1,,3,0.0706515,0.923245,0.00187006
openml.org/t/2307,elevators,AutoGluon,9,0.00203536,aws.docker,0.0.9,,stable,2020-05-16T12:13:15,43.6,9,1,,3,0.0719039,0.896953,0.00203536
openml.org/t/189936,ASP-POTASSCO-regression,AutoGluon,0,60.5592,aws.docker,0.0.9,,stable,2020-05-16T12:15:11,158.8,9,1,,6,0.677813,0.937849,60.5592
openml.org/t/189936,ASP-POTASSCO-regression,AutoGluon,3,64.6885,aws.docker,0.0.9,,stable,2020-05-16T12:15:27,141.5,9,1,,5,1.14962,0.928904,64.6885
openml.org/t/189936,ASP-POTASSCO-regression,AutoGluon,4,59.4323,aws.docker,0.0.9,,stable,2020-05-16T12:15:50,156.5,9,1,,6,0.761789,0.93956,59.4323
openml.org/t/189936,ASP-POTASSCO-regression,AutoGluon,1,54.1417,aws.docker,0.0.9,,stable,2020-05-16T12:16:04,195.7,9,1,,5,0.673276,0.9496,54.1417
openml.org/t/189936,ASP-POTASSCO-regression,AutoGluon,6,61.0851,aws.docker,0.0.9,,stable,2020-05-16T12:16:05,145.9,9,1,,6,0.616222,0.934246,61.0851
openml.org/t/189936,ASP-POTASSCO-regression,AutoGluon,2,62.5303,aws.docker,0.0.9,,stable,2020-05-16T12:16:25,194.9,9,1,,4,0.640966,0.933159,62.5303
openml.org/t/189936,ASP-POTASSCO-regression,AutoGluon,7,61.6745,aws.docker,0.0.9,,stable,2020-05-16T12:16:39,178.4,9,1,,6,0.66342,0.932997,61.6745
openml.org/t/189936,ASP-POTASSCO-regression,AutoGluon,5,64.9762,aws.docker,0.0.9,,stable,2020-05-16T12:17:11,231.6,9,1,,7,1.18931,0.928788,64.9762
openml.org/t/189936,ASP-POTASSCO-regression,AutoGluon,8,64.4877,aws.docker,0.0.9,,stable,2020-05-16T12:17:11,202.3,9,1,,5,0.481623,0.927579,64.4877
openml.org/t/189936,ASP-POTASSCO-regression,AutoGluon,9,58.8414,aws.docker,0.0.9,,stable,2020-05-16T12:17:38,218.2,9,1,,5,0.691396,0.940761,58.8414
