id,task,framework,fold,result,mode,version,params,tag,utc,duration,models,seed,info,acc,auc,logloss,models_ensemble_count,predict_duration
openml.org/t/168330,Jannis,AutoGluon,4,0.679256,aws.docker,0.0.9,,stable,2020-05-14T03:05:55,276.4,11,1,,0.722322,,0.679256,5,0.928673
openml.org/t/168330,Jannis,AutoGluon,5,0.674969,aws.docker,0.0.9,,stable,2020-05-14T03:06:08,285.9,11,1,,0.729368,,0.674969,5,1.28767
openml.org/t/168330,Jannis,AutoGluon,6,0.676316,aws.docker,0.0.9,,stable,2020-05-14T03:06:16,282.5,11,1,,0.727338,,0.676316,6,1.4418
openml.org/t/146606,higgs,AutoGluon,8,0.803692,aws.docker,0.0.9,,stable,2020-05-14T03:06:18,223.0,11,1,,0.721367,0.803692,,7,41.4481
openml.org/t/168330,Jannis,AutoGluon,7,0.675367,aws.docker,0.0.9,,stable,2020-05-14T03:06:49,287.6,11,1,,0.729846,,0.675367,4,0.827971
openml.org/t/168330,Jannis,AutoGluon,8,0.672963,aws.docker,0.0.9,,stable,2020-05-14T03:06:55,271.3,11,1,,0.734145,,0.672963,4,0.743036
openml.org/t/168330,Jannis,AutoGluon,9,0.685202,aws.docker,0.0.9,,stable,2020-05-14T03:08:07,278.9,11,1,,0.714439,,0.685202,4,0.789189
openml.org/t/146825,Fashion-MNIST,AutoGluon,0,0.254369,aws.docker,0.0.9,,stable,2020-05-14T03:09:44,2909.3,11,1,,0.907714,,0.254369,5,2.86834
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,AutoGluon,0,0.0947186,aws.docker,0.0.9,,stable,2020-05-14T03:09:23,332.1,11,1,,0.942883,,0.0947186,2,0.0762899
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,AutoGluon,4,0.0905494,aws.docker,0.0.9,,stable,2020-05-14T03:10:59,328.3,11,1,,0.949799,,0.0905494,2,0.0811238
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,AutoGluon,1,0.0703,aws.docker,0.0.9,,stable,2020-05-14T03:11:09,436.0,11,1,,0.960732,,0.0703,2,0.0703449
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,AutoGluon,2,0.0673659,aws.docker,0.0.9,,stable,2020-05-14T03:11:17,433.6,11,1,,0.966087,,0.0673659,2,0.0893054
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,AutoGluon,3,0.0599393,aws.docker,0.0.9,,stable,2020-05-14T03:12:05,456.9,11,1,,0.970772,,0.0599393,2,0.0851486
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,AutoGluon,5,0.0592856,aws.docker,0.0.9,,stable,2020-05-14T03:14:10,481.9,11,1,,0.97278,,0.0592856,2,0.0703275
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,AutoGluon,6,0.0609408,aws.docker,0.0.9,,stable,2020-05-14T03:14:41,455.9,11,1,,0.969433,,0.0609408,2,0.0781982
openml.org/t/146825,Fashion-MNIST,AutoGluon,1,0.250163,aws.docker,0.0.9,,stable,2020-05-14T03:15:10,3226.2,11,1,,0.908857,,0.250163,5,2.75388
